FSTVL_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE,FSTVL_BEGIN_DE,FSTVL_END_DE
사선문화제,20,19.704761904761906,26.17142857142857,14.69047619047619,29.7,5.7,3,19,985.1904761904761,76.57142857142857,1.0333333333333332,2019-09-20,2019-09-22
사하예술제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2019-10-18,2019-10-24
산방산삼월삼짇날축제,2,13.350000000000001,18.549999999999997,8.45,22.4,3.4,19,3,1012.55,60.0,1.9,2019-04-07,2019-04-07
산수유오감만족페스티벌,2,8.700000000000001,16.233333333333334,2.766666666666667,22.5,-2.6,7,5,1001.3333333333334,73.0,1.9000000000000001,2020-11-07,2020-11-08
산타축제,21,-0.4272727272727273,5.840909090909091,-5.795454545454546,14.7,-13.0,1,31,994.3227272727272,72.4090909090909,1.1318181818181818,2019-12-21,2019-12-25
삼수 매봉산 바람개비 축제,1,21.85,26.25,18.65,32.8,15.3,5,24,930.0,85.0,1.4,2022-08-05,2022-08-07
삼척동해왕이사부축제,1,15.8,20.75,11.65,26.6,6.4,2,17,1017.3,65.0,2.05,2021-10-08,2021-10-10
삼척맹방유채꽃축제,2,12.8,17.65,8.0,26.8,1.4,10,2,1013.8,53.5,2.5,2018-04-06,2018-04-15
삼척장미축제,1,18.1,22.7,13.850000000000001,32.5,8.3,1,2,1005.8,62.5,2.3499999999999996,2018-05-18,2018-05-22
삼척정월대보름축제,2,3.966666666666667,9.0,-0.4333333333333334,16.7,-7.1,13,6,1018.1666666666666,47.333333333333336,2.9,2018-02-21,2018-02-25
삼척종합예술제,1,18.475,22.875,14.75,29.7,11.5,2,17,1013.85,70.5,2.0,2021-09-28,2021-10-09
삼척평생학습박람회,1,15.8,20.75,11.65,26.6,6.4,2,17,1017.3,65.0,2.05,2018-10-27,2018-10-28
상주 이야기축제,18,13.784210526315789,20.75263157894737,8.31578947368421,25.9,-2.9,4,31,1007.7736842105263,72.0,1.1894736842105265,2018-10-12,2018-10-14
상패남산축제,21,20.034782608695654,26.252173913043475,15.256521739130434,32.1,7.0,1,21,1001.2478260869566,74.17391304347827,1.2869565217391306,2018-09-08,2018-09-08
상화문학제,21,19.765217391304347,25.821739130434782,14.208695652173914,33.6,9.3,1,3,1004.3739130434782,55.43478260869565,2.3304347826086955,2019-05-24,2019-05-26
생태문화축제,1,20.549999999999997,25.95,16.55,30.6,9.4,1,24,992.55,86.0,1.3,2022-09-01,2022-09-30
서구여성합창단 정기 연주회,20,9.657142857142858,14.966666666666667,5.2,22.1,-3.0,6,19,1013.7714285714286,66.23809523809524,1.5857142857142856,2021-11-23,2021-11-23
서귀포유채꽃국제걷기대회,2,14.3,18.049999999999997,11.0,24.8,6.0,11,3,1016.35,59.5,3.25,2021-04-10,2021-04-18
서대문독립민주축제,21,26.26521739130435,30.069565217391304,23.20434782608696,35.1,19.0,5,31,998.3260869565217,73.1304347826087,2.1913043478260867,2019-08-14,2019-08-15
서리풀페스티벌,21,21.791304347826088,26.278260869565216,17.965217391304346,31.0,11.9,1,21,1003.6434782608695,65.91304347826087,2.0434782608695654,2018-09-08,2018-09-16
서면 드림 축제,2,1.5,7.640000000000001,-3.54,16.7,-6.1,6,1,1003.0799999999999,67.8,2.5,2022-01-01,2022-12-31
서면메디컬스트리트 축제,20,17.97142857142857,22.485714285714284,14.671428571428573,27.2,10.3,3,30,1009.9095238095238,62.476190476190474,2.8476190476190473,2018-10-19,2018-10-20
서문시장글로벌대축제,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-31
서산국화축제,22,7.453488372093023,12.927906976744186,2.276744186046512,19.8,-6.0,1,19,1019.4976744186047,74.16279069767442,2.1767441860465113,2019-11-01,2019-11-10
서산해미읍성축제,20,14.266666666666667,20.538095238095238,8.70952380952381,26.5,-0.3,3,30,1016.4142857142857,75.0952380952381,1.9238095238095236,2019-10-11,2019-10-13
서울약령시 한방문화축제,20,15.252380952380953,20.371428571428574,10.861904761904762,26.5,3.5,1,30,1009.0095238095239,60.714285714285715,2.0095238095238095,2019-10-11,2019-10-12
서울장미축제,21,18.417391304347827,23.791304347826088,13.752173913043478,30.5,7.9,21,5,1000.6565217391304,59.21739130434783,2.4695652173913043,2018-05-18,2018-05-20
서창만드리풍년제,20,25.895238095238092,30.052380952380954,22.88095238095238,34.3,20.3,31,1,998.8142857142857,80.14285714285714,2.2714285714285714,2019-07-19,2019-07-19
서천철새여행,2,9.866666666666667,15.133333333333333,5.333333333333333,22.2,-1.1,7,30,1020.3000000000001,68.66666666666667,1.3333333333333333,2020-11-22,2020-11-24
석촌호수벚꽃축제,22,12.508695652173913,17.773913043478263,7.960869565217391,23.5,1.8,30,3,1004.6086956521739,53.608695652173914,2.752173913043478,2019-04-05,2019-04-12
선암매화제,2,8.266666666666667,15.266666666666666,1.633333333333333,22.7,-5.9,16,3,997.6,67.66666666666667,2.2666666666666666,2022-03-04,2022-03-06
설봉산별빛축제,21,24.936956521739127,29.84130434782609,21.139130434782608,33.6,18.0,5,31,998.8065217391304,78.19565217391305,1.1782608695652175,2019-07-13,2019-08-24
설성문화제,1,25.25,29.6,21.9,34.5,20.7,6,7,995.8499999999999,82.5,1.25,2019-08-28,2019-08-31
설화예술제,1,20.25,25.4,16.1,30.3,9.8,1,21,1003.8,83.5,1.4500000000000002,2019-09-27,2019-09-29
섬 깡다리 축제,1,22.45,26.15,19.549999999999997,31.1,15.2,8,2,1002.25,81.5,2.75,2019-06-07,2019-06-08
섬 병어 축제,1,22.45,26.15,19.549999999999997,31.1,15.2,8,2,1002.25,81.5,2.75,2019-06-14,2019-06-15
섬 수국 축제,1,22.45,26.15,19.549999999999997,31.1,15.2,8,2,1002.25,81.5,2.75,2019-06-14,2019-06-19
섬강축제,20,13.295238095238094,20.45952380952381,7.776190476190477,26.9,-1.2,1,31,1000.4119047619048,71.57142857142857,0.9119047619047619,2019-10-04,2019-10-06
섬진강다슬기축제,20,24.30952380952381,29.29047619047619,20.714285714285715,32.5,17.0,31,1,979.2047619047619,79.47619047619048,1.3047619047619048,2019-07-20,2019-07-21
성류문화제,20,15.166666666666666,20.123809523809523,10.504761904761905,25.4,3.8,3,28,1012.7952380952381,70.76190476190476,2.961904761904762,2019-10-11,2019-10-13
성주생명문화축제 성주참외페스티벌,1,18.85,25.0,13.4,31.3,9.1,1,6,1003.55,63.0,2.5,2019-05-16,2019-05-19
세계거리춤축제,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2021-10-16,2021-10-17
세계청년축제,20,25.895238095238092,30.052380952380954,22.88095238095238,34.3,20.3,31,1,998.8142857142857,80.14285714285714,2.2714285714285714,2019-07-19,2019-07-21
세종 조치원 복숭아  축제,2,26.225,30.7,22.975,35.5,17.4,25,7,997.85,80.5,1.2999999999999998,2019-08-03,2019-08-04
세종대왕과 초정약수 축제,21,19.043478260869566,25.0,13.617391304347825,30.0,7.3,29,5,1004.2434782608696,56.43478260869565,1.7260869565217392,2018-05-25,2018-05-27
세종마을 세종주간 축제,20,15.252380952380953,20.371428571428574,10.861904761904762,26.5,3.5,1,30,1009.0095238095239,60.714285714285715,2.0095238095238095,2018-10-03,2018-10-09
세종축제,2,14.35,20.425,9.4,27.4,3.4,2,24,1009.625,70.75,1.15,2019-10-05,2019-10-09
세종탄신 620돌 축하연,20,18.5,23.904761904761905,13.8,30.5,7.9,21,5,1000.7666666666667,58.42857142857143,2.4761904761904763,2018-05-15,2018-05-15
소래포구축제,20,21.757142857142856,25.75238095238095,18.423809523809524,31.1,14.4,1,27,1005.6619047619048,72.61904761904762,2.261904761904762,2019-09-27,2019-09-29
소양강문화제,20,19.933333333333334,25.66190476190476,15.571428571428571,31.4,8.1,1,22,1005.3904761904762,77.66666666666667,1.2238095238095237,2019-09-26,2019-09-28
"소하도서관 책축제 팔짱, 책을 품다",2,12.649999999999999,18.05,7.9,23.8,1.9,11,3,1007.3,52.0,2.8,2016-04-15,2016-04-15
송년불꽃축제,19,4.74,9.405,0.5549999999999999,15.7,-5.0,10,29,1017.35,55.5,1.7100000000000002,2019-12-31,2019-12-31
송호해변여름축제,21,25.082608695652173,29.03478260869565,22.034782608695654,32.7,19.7,31,2,1005.4565217391304,83.0,2.4347826086956523,2019-07-27,2019-07-27
수선화축제,2,8.366666666666667,12.866666666666667,4.666666666666667,19.3,-2.4,12,3,1013.5,71.66666666666667,3.966666666666667,2019-03-01,2019-03-12
수성 건강 축제,20,26.80952380952381,31.45714285714286,23.261904761904763,33.3,21.2,5,31,1002.1571428571428,71.66666666666667,2.119047619047619,2019-08-02,2019-08-03
수성못 뮤지컬 프린지 페스티벌,20,16.238095238095237,21.80952380952381,11.461904761904762,26.6,6.5,1,31,1012.2476190476191,63.523809523809526,1.7619047619047619,2021-10-16,2021-10-16
수성못 페스티벌,20,21.97142857142857,26.75238095238095,18.038095238095238,32.3,12.8,1,30,1007.2142857142857,70.66666666666667,1.9285714285714286,2019-09-27,2019-09-29
수성못페스티벌,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-03
수성빛예술제,20,1.8585365853658538,6.621951219512195,-2.2439024390243905,11.5,-7.9,1,28,1016.7146341463415,50.926829268292686,2.2731707317073173,2021-12-10,2022-01-02
수정숯골축제,1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2019-10-01,2019-10-31
순성매화벚꽃축제(취소),2,-0.020000000000000018,5.1,-4.7,13.1,-7.1,7,1,1022.2,70.2,1.8,2022-01-01,2022-12-31
순성왕매실&당진맥주 축제,1,22.0,27.35,17.85,33.7,13.6,9,2,1004.3,78.0,1.95,2022-06-24,2022-06-26
순창장류축제,13,14.073333333333332,21.279999999999998,8.360000000000001,29.4,3.1,1,31,1002.6,74.86666666666666,1.3266666666666667,2019-10-18,2019-10-20
순천 문화재 야행,1,25.9,30.65,22.200000000000003,35.6,17.9,7,7,989.55,86.5,1.4500000000000002,2022-08-12,2022-08-14
순천명품 월등복숭아 체험행사,1,24.875,29.475,21.325,31.9,15.7,31,1,988.95,87.0,1.375,2022-07-30,2022-08-07
순천시 책 축제,2,11.7,18.5,4.9,24.2,-2.4,12,5,997.55,59.0,2.5999999999999996,2022-04-23,2022-04-23
순천웹툰페스티벌,1,14.45,21.85,8.8,26.3,2.1,3,18,1000.0999999999999,76.0,1.6,2022-10-01,2022-10-31
순천향매실 동네방네 매화축제,2,8.266666666666667,15.266666666666666,1.633333333333333,22.7,-5.9,16,3,997.6,67.66666666666667,2.2666666666666666,2022-03-25,2022-03-25
시(詩)를 노래하는 달빛 콘서트,1,21.65,26.2,17.9,30.8,11.7,3,24,1006.65,74.5,2.0,2022-09-09,2022-09-11
시래기축제,1,15.8,20.75,11.65,26.6,6.4,2,17,1017.3,65.0,2.05,2019-10-26,2019-10-27
신안튤립축제,2,12.100000000000001,16.25,8.4,22.1,2.5,11,3,1013.3,63.5,4.0,2019-04-12,2019-04-21
신정호 별빛축제,1,25.15,29.450000000000003,21.8,34.1,20.5,6,7,999.8,88.0,1.15,2019-08-01,2019-08-10
신창동 어울림축제,21,16.278260869565216,21.991304347826087,11.608695652173912,28.1,4.5,10,31,1010.7434782608696,67.78260869565217,1.5391304347826087,2017-10-28,2017-10-28
신천 음악버스킹,1,12.0,17.125,7.6499999999999995,30.8,11.7,3,24,1012.45,65.0,2.25,2021-09-01,2021-12-31
신포크리스마스트리 축제,22,3.3958333333333335,7.179166666666667,0.01041666666666674,11.5,-11.1,3,23,1015.0354166666666,62.666666666666664,3.0416666666666665,2021-11-28,2022-01-31
아산성웅이순신축제,2,11.6,18.4,4.35,25.7,-2.5,12,2,1008.4,57.0,1.9,2019-04-24,2019-04-28
악양대봉감축제,2,3.96,9.08,-0.1,16.7,-5.4,7,1,1013.24,53.2,1.8199999999999998,2020-01-01,2020-12-31
안동국제탈춤축제,21,17.246511627906976,23.334883720930232,12.476744186046512,30.2,7.8,10,30,1000.9627906976744,74.86046511627907,1.3,2019-09-27,2019-10-06
안동민속축제,20,17.087179487179487,23.256410256410255,12.284615384615385,30.2,7.8,10,30,999.9897435897435,75.23076923076923,1.241025641025641,2019-09-27,2019-10-06
안산 대부포도축제,1,21.85,26.4,18.0,29.7,12.6,1,21,1008.35,77.0,2.0,2015-09-12,2015-09-13
안산M밸리록페스티벌,1,25.75,30.2,22.15,33.0,17.5,9,1,1002.9000000000001,80.0,1.85,2015-07-24,2015-07-26
안산국제거리극축제,1,17.05,22.55,12.3,29.7,8.6,14,6,1005.2,78.0,1.95,2015-05-01,2015-05-03
안산사이언스밸리(ASV) 과학축제,1,14.7,20.35,9.55,24.3,2.2,1,17,1016.55,71.0,1.6,2018-10-20,2018-10-21
안산시도서관책문화축제,1,14.7,20.35,9.55,24.3,2.2,1,17,1016.55,71.0,1.6,2014-10-14,2014-10-14
안흥찐빵축제,2,-1.3666666666666665,3.8333333333333335,-6.099999999999999,11.7,-7.5,23,9,1005.5666666666666,61.0,0.8333333333333334,2021-01-01,2021-01-01
알프스하동섬진강재첩축제,2,3.96,9.08,-0.1,16.7,-5.4,7,1,1013.24,53.2,1.8199999999999998,2020-01-01,2020-12-31
야철제,21,21.464150943396223,25.233962264150946,18.29245283018868,32.1,15.4,24,1,1005.3018867924528,79.09433962264151,2.249056603773585,2018-06-30,2018-06-30
약령개장 357주년 2015「대구약령시 한방문화축제」,22,14.31304347826087,20.391304347826086,8.669565217391305,25.3,2.5,30,1,1008.1739130434783,50.391304347826086,2.5434782608695654,2015-04-15,2015-04-19
양록제,1,15.8,20.75,11.65,26.6,6.4,2,17,1017.3,65.0,2.05,2019-10-10,2019-10-12
양산웅상회야제,11,19.083333333333332,25.150000000000002,13.758333333333333,30.9,9.3,8,1,1010.9666666666667,62.416666666666664,2.6,2019-05-11,2019-05-12
양양문화제,1,23.05,27.049999999999997,19.25,34.5,15.2,7,4,1003.8,70.0,2.0,2019-06-20,2019-06-22
양양송이축제,1,21.15,25.0,17.85,29.7,11.5,4,28,1010.4,76.0,1.9500000000000002,2019-09-26,2019-09-29
양양연어축제,1,15.8,20.75,11.65,26.6,6.4,2,17,1017.3,65.0,2.05,2019-10-24,2019-10-27
양지암축제,2,13.350000000000001,18.549999999999997,8.45,22.4,3.4,19,3,1012.55,60.0,1.9,2019-04-13,2019-04-13
양평김장보쌈축제,2,7.233333333333333,13.799999999999999,1.7666666666666666,20.0,-6.3,7,30,1014.5666666666666,72.66666666666667,0.9666666666666667,2020-11-04,2020-11-08
양평단월고로쇠축제,2,7.6000000000000005,14.5,0.9666666666666667,21.7,-5.7,12,3,1009.0666666666666,64.0,1.4333333333333333,2019-03-16,2019-03-17
양평물축제,1,24.9,29.900000000000002,20.8,32.3,16.6,9,1,998.75,83.5,1.0,2019-07-26,2019-07-28
양평부추축제,1,20.45,26.200000000000003,16.05,30.0,9.4,1,16,1004.2,82.5,1.0,2019-09-28,2019-09-29
양평산수유한우축제,2,12.15,19.200000000000003,5.05,25.5,-1.4,11,2,1008.5,56.5,1.7,2019-04-06,2019-04-07
어린이 축제,21,15.672727272727274,19.931818181818183,11.936363636363637,27.2,4.8,8,30,1011.2136363636364,65.86363636363636,2.4727272727272727,2020-10-10,2020-10-10
여르미오페스티벌,1,26.2,30.049999999999997,23.3,34.9,21.7,9,23,1004.1,85.0,1.9000000000000001,2015-08-08,2015-08-08
여수거북선축제,21,17.995652173913044,21.704347826086956,15.004347826086958,28.9,10.8,24,2,1003.5826086956522,67.95652173913044,3.5869565217391304,2019-05-03,2019-05-05
여수동동북축제,22,11.578260869565218,15.304347826086957,8.517391304347827,21.7,1.9,1,19,1013.4826086956521,57.65217391304348,4.073913043478261,2019-11-10,2019-11-11
여수마칭페스티벌,21,17.7,21.230434782608697,14.85217391304348,25.5,10.2,2,31,1010.6521739130435,61.08695652173913,4.086956521739131,2019-10-26,2019-10-27
여수밤바다 불꽃축제,21,22.573913043478264,25.48695652173913,20.247826086956522,29.6,14.9,4,30,1005.2782608695653,72.08695652173913,4.252173913043478,2019-09-08,2019-09-08
여수여자만갯벌노을체험행사,21,17.7,21.230434782608697,14.85217391304348,25.5,10.2,2,31,1010.6521739130435,61.08695652173913,4.086956521739131,2019-10-13,2019-10-14
여수영취산진달래체험행사,22,8.6625,12.766666666666666,5.0874999999999995,18.4,-1.3,30,5,1010.6,56.583333333333336,4.479166666666667,2019-03-29,2019-03-31
여수향일암일출기원한마당,22,3.948837209302326,7.6139534883720925,0.8837209302325582,15.4,-4.9,11,28,1015.2348837209302,52.674418604651166,4.830232558139534,2019-12-31,2020-01-01
역세권 싱싱포차 축제,2,8.700000000000001,16.233333333333334,2.766666666666667,22.5,-2.6,7,5,1001.3333333333334,73.0,1.9000000000000001,2022-11-01,2022-11-30
연산백중놀이,1,21.799999999999997,26.35,18.15,31.4,12.3,1,21,1005.0,80.5,1.6,2019-09-05,2019-09-05
연안부두 축제,20,15.7,20.025,11.95,27.2,4.8,8,30,1011.0649999999999,66.45,2.45,2019-10-01,2019-10-31
연천구석기축제,1,17.05,23.049999999999997,11.65,29.4,7.1,14,6,1000.75,74.5,1.25,2018-05-04,2018-05-07
연포 해맞이 행사,2,-0.7333333333333334,4.3999999999999995,-5.566666666666666,13.1,-7.1,7,1,1021.6,70.66666666666667,1.7666666666666666,2018-01-01,2019-01-01
연호보리축제,22,14.682222222222224,20.92222222222222,8.626666666666667,23.8,-2.9,25,3,1011.9844444444445,69.77777777777777,2.5533333333333337,2019-04-27,2019-05-04
영덕대게축제,22,7.4750000000000005,13.141666666666666,2.095833333333333,21.3,-4.5,17,6,1013.1125000000001,55.666666666666664,3.279166666666667,2018-03-22,2018-03-25
영덕물가자미축제,21,17.360869565217392,23.13913043478261,11.960869565217392,30.0,5.6,20,2,1006.3260869565217,63.91304347826087,2.7913043478260873,2018-05-04,2018-05-06
영덕황금은어축제,21,24.13913043478261,28.656521739130437,20.67391304347826,34.0,15.2,31,7,1002.8565217391305,79.21739130434783,2.2086956521739127,2018-07-27,2018-07-29
영도구룡축제,20,9.195238095238095,13.852380952380951,5.3619047619047615,18.3,-2.5,28,7,1009.7619047619048,55.095238095238095,3.6380952380952385,2019-03-30,2019-03-30
영도다리축제,1,18.0,22.75,14.5,25.9,7.0,3,17,1010.7,62.5,2.7,2021-10-15,2021-10-17
영동곶감축제,2,1.4333333333333333,7.166666666666667,-3.516666666666667,14.2,-7.7,7,1,1016.0,60.833333333333336,1.6166666666666665,2021-01-18,2021-02-05
영등포구와 함께하는 제12회 서울국제초단편영화제,1,22.0,26.25,18.4,29.5,13.6,1,21,1002.65,71.0,2.4,2020-09-15,2020-09-20
영암왕인문화축제,2,12.100000000000001,16.25,8.4,22.1,2.5,11,3,1013.3,63.5,4.0,2019-04-06,2019-04-09
영암호해맞이축제,2,2.3666666666666667,5.6000000000000005,-0.5666666666666667,16.2,-4.5,7,1,1018.9,70.0,3.766666666666667,2019-01-01,2019-01-01
영월동강겨울축제,2,-1.36,4.8,-6.8,12.7,-9.5,23,1,994.6600000000001,63.2,1.0,2016-12-24,2017-01-15
영월동강뗏목축제,1,24.15,29.25,21.049999999999997,34.3,20.0,6,15,982.0,84.0,0.9,2018-08-02,2018-08-05
영종크리스마스트리 축제,2,-0.18000000000000002,3.44,-3.5200000000000005,10.4,-5.5,6,8,1016.32,56.8,3.16,2020-12-05,2021-01-31
영천보현산별빛축제,21,21.982608695652175,27.952173913043477,16.59565217391304,37.3,9.2,4,1,997.4782608695652,67.30434782608695,1.7304347826086954,2019-06-14,2019-06-16
예산 장터삼국축제,1,13.1,19.85,7.45,24.2,-0.9,2,18,1011.9,80.0,0.9,2020-10-16,2020-10-29
예산장터삼국축제,1,13.1,19.85,7.45,24.2,-0.9,2,18,1011.9,80.0,0.9,2019-10-18,2019-10-24
예산황토사과축제,1,14.2,20.4,8.5,23.5,1.3,1,18,1017.95,75.5,1.25,2022-10-28,2022-10-30
오감만족힐링페스티벌,2,10.559999999999999,17.160000000000004,5.12,25.8,1.7,2,30,1010.0,70.2,1.2,2020-10-09,2020-11-08
오대산문화축전,1,12.65,19.799999999999997,7.6,24.9,-0.9,1,17,992.8,76.5,0.75,2019-10-02,2019-10-06
오시아노 樂 페스티벌,1,26.6,31.0,23.2,34.2,20.3,6,19,1006.95,84.5,2.2,2019-08-02,2019-08-04
오장환 문학제,1,12.2,19.950000000000003,6.4,23.9,-1.1,2,18,1000.75,80.0,0.8,2021-10-15,2021-10-18
오징어축제,1,24.95,27.75,22.85,32.0,20.3,4,6,983.75,87.0,3.75,2019-08-05,2019-08-07
오페라 팝페라 뽕페라,1,21.6,25.3,18.75,30.2,12.3,3,21,1003.0999999999999,82.0,2.3,2021-09-30,2021-09-30
옥정호 꽃걸음 빛바람 축제,20,10.77142857142857,18.628571428571426,3.3285714285714287,24.0,-5.8,16,5,986.0714285714286,62.285714285714285,1.7285714285714284,2019-04-27,2019-04-28
옥천군 평생학습 어울림 축제,1,21.799999999999997,26.35,18.15,31.4,12.3,1,21,1005.0,80.5,1.6,2021-09-11,2021-09-11
옥천군민도서관 북페스티벌,1,21.799999999999997,26.35,18.15,31.4,12.3,1,21,1005.0,80.5,1.6,2021-09-11,2021-09-11
완주와일드&로컬푸드축제,1,15.649999999999999,21.549999999999997,10.7,26.1,4.7,1,18,1013.55,68.0,1.35,2021-10-08,2021-10-10
완주와일드푸드축제,20,23.076190476190476,26.200000000000003,20.59047619047619,30.0,15.6,3,27,1003.9857142857143,78.0,5.185714285714286,2019-09-27,2019-09-29
왕방산 국제MTB대회,21,13.238095238095237,20.65714285714286,7.438095238095237,27.3,-2.6,1,30,1006.5571428571429,69.52380952380952,1.2523809523809524,2019-10-20,2019-10-20
외암민속마을 짚풀문화제,1,13.1,19.85,7.45,24.2,-0.9,2,18,1011.9,80.0,0.9,2000-10-01,2019-10-20
욕지 섬 문화축제,20,17.58095238095238,22.452380952380953,13.804761904761904,26.4,8.0,3,31,1014.5095238095239,68.66666666666667,2.2857142857142856,2019-10-20,2019-10-20
용마폭포 문화예술축제,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2018-10-20,2018-10-21
용문산산나물축제,1,17.05,23.049999999999997,11.65,29.4,7.1,14,6,1000.75,74.5,1.25,2021-05-01,2021-05-09
용암산성 옥샘문화제,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-31
용전들노래 가을걷이 한마당,21,16.278260869565216,21.991304347826087,11.608695652173912,28.1,4.5,10,31,1010.7434782608696,67.78260869565217,1.5391304347826087,2019-10-26,2019-10-26
우륵문화제,20,20.23333333333333,26.12857142857143,15.52857142857143,31.5,9.0,3,29,1000.9809523809523,74.0,1.3523809523809522,2019-09-26,2019-09-29
우산문화제,1,20.3,22.85,18.35,27.2,15.0,10,1,987.35,83.0,4.3,2020-09-17,2020-09-18
우시산국축제,2,13.05,18.5,8.05,25.5,2.9,9,2,1007.45,58.5,2.4,2019-04-06,2019-04-07
우장산 신록축제,20,18.5,23.904761904761905,13.8,30.5,7.9,21,5,1000.7666666666667,58.42857142857143,2.4761904761904763,2019-05-25,2019-05-25
울릉해변가요제,1,24.95,27.75,22.85,32.0,20.3,4,6,983.75,87.0,3.75,2019-08-02,2019-08-03
울산고래축제,20,21.747619047619047,26.40952380952381,17.895238095238096,33.2,12.0,17,1,1002.7476190476191,73.0,1.9142857142857144,2019-06-07,2019-06-09
울산쇠부리축제,1,17.950000000000003,23.0,13.5,28.7,9.2,11,3,1000.2,70.0,1.9,2019-05-10,2019-05-12
울산옹기축제,21,17.802222222222223,22.34888888888889,13.984444444444444,32.1,9.2,23,3,1004.0933333333332,71.71111111111111,3.5177777777777774,2019-05-03,2019-05-04
울주세계산악영화제,21,21.643478260869564,25.821739130434782,18.286956521739132,32.9,11.7,4,30,1007.8478260869565,76.8695652173913,2.126086956521739,2018-09-07,2018-09-11
울진금강송 송이 축제,1,20.5,24.6,17.05,30.3,11.1,4,24,1007.75,82.0,2.7,2020-09-25,2020-09-27
울진대게와 붉은대게 축제,20,5.116666666666667,10.019047619047619,0.32857142857142857,12.2,-7.6,13,6,1013.3309523809525,56.023809523809526,3.3642857142857148,2020-02-27,2020-03-01
웅진성수문병 근무교대식,2,14.024999999999999,20.525,8.45,26.9,0.6,1,3,1011.5,63.75,1.6,2017-04-15,2017-10-29
원도심활성화 축제,20,17.95714285714286,22.142857142857142,14.723809523809523,29.1,10.7,23,3,1003.2380952380952,67.9047619047619,3.2809523809523813,2019-05-25,2019-05-26
원동매화축제,13,9.226666666666667,15.04,3.92,20.3,-0.6,16,3,1018.02,58.13333333333333,2.6866666666666665,2019-03-13,2019-03-14
원동미나리축제,2,10.433333333333332,16.566666666666666,4.933333333333334,21.4,-2.0,16,6,1017.1333333333333,64.0,2.466666666666667,2022-03-01,2022-03-31
원동청정미나리축제,11,8.924999999999999,14.658333333333333,3.6666666666666665,20.3,-0.6,19,3,1018.2416666666667,56.666666666666664,2.7416666666666667,2019-03-01,2019-03-31
원주 다이내믹댄싱카니발,20,19.43095238095238,24.947619047619046,14.980952380952383,34.3,17.0,31,27,995.5928571428572,71.92857142857143,1.0523809523809524,2021-07-03,2021-10-24
원주 용수골꽃양귀비축제,20,20.526190476190475,26.609523809523807,14.96904761904762,32.6,5.1,22,1,991.8119047619048,61.07142857142857,1.3428571428571427,2021-05-15,2021-06-06
원주 한지문화제,20,18.314285714285717,24.74761904761905,12.266666666666667,32.6,5.1,21,3,993.3857142857142,58.285714285714285,1.4047619047619047,2019-05-02,2019-05-06
원주문화재야행,1,20.5,25.299999999999997,16.5,30.0,10.5,1,16,995.6,73.0,1.0,2022-09-02,2022-09-03
원평나루 억새축제,1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2021-10-16,2021-10-16
월출산국화축제,2,13.64,17.580000000000002,10.3,25.0,9.4,3,30,1016.3399999999999,68.8,3.56,2019-10-29,2019-11-02
윤봉길평화축제,2,11.6,18.4,4.35,25.7,-2.5,12,2,1008.4,57.0,1.9,2019-04-27,2019-04-29
은평누리축제,20,15.252380952380953,20.371428571428574,10.861904761904762,26.5,3.5,1,30,1009.0095238095239,60.714285714285715,2.0095238095238095,2019-10-03,2019-10-05
은행골한마음잔치,1,17.05,23.049999999999997,11.65,29.4,7.1,14,6,1000.75,74.5,1.25,2019-05-01,2019-05-31
음성품바축제,1,17.0,23.1,11.100000000000001,29.6,5.0,1,6,996.45,69.5,1.55,2019-05-22,2019-05-26
응봉산 해맞이축제,20,-2.080952380952381,1.9,-5.609523809523809,9.9,-12.1,6,1,1014.0904761904762,55.333333333333336,2.3285714285714283,2019-01-01,2019-01-01
의견문화제,20,16.633333333333333,24.085714285714285,9.623809523809523,32.8,0.1,29,1,982.8809523809524,66.14285714285714,1.5047619047619047,2019-05-04,2019-05-06
의왕백운호수축제,1,20.45,26.200000000000003,16.05,30.0,9.4,1,16,1004.2,82.5,1.0,2020-09-01,2020-09-30
의왕철도축제,1,17.05,23.049999999999997,11.65,29.4,7.1,14,6,1000.75,74.5,1.25,2019-05-04,2019-05-05
의정부 국제가야금축제,1,12.1,19.5,5.949999999999999,24.2,-2.3,1,17,1018.0999999999999,79.0,1.1,2019-10-04,2019-10-05
