FCLTY_ID,FCLTY_NM,LC_LA,LC_LO,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,SEARCH_MT,SEARCH_CO,RANK_CO,FILE_NM,BASE_DE
KC594PO22N000000011,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Aug,200,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000012,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jul,120,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000013,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jun,140,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000014,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-May,380,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000015,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Apr,210,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000016,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Mar,160,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000017,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Feb,60,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000018,「제35회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jan,60,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000019,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Sep,2850,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000020,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Aug,200,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000021,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jul,120,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000022,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jun,140,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000023,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-May,380,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000024,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Apr,210,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000025,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Mar,160,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000026,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Feb,60,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000027,「제36회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jan,60,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000028,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Sep,2850,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000029,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Aug,200,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000030,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jul,120,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000031,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jun,140,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000032,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-May,380,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000033,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Apr,210,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000034,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Mar,160,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000035,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Feb,60,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000036,「제37회 대구약령시 한방문화축제」,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jan,60,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000037,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Sep,29680,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000038,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Aug,1740,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000039,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jul,250,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000040,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jun,280,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000041,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-May,370,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000042,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Apr,140,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000043,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Mar,120,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000044,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Feb,50,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000045,2014 안양시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jan,40,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000046,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Sep,29680,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000047,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Aug,1740,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000048,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jul,250,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000049,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jun,280,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000050,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-May,370,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000051,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Apr,140,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000052,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Mar,120,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000053,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Feb,50,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000054,2015 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jan,40,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000055,2016 광복기념음악회,126.9076745,37.38528888,경기도,안양시 만안구,4117110100,안양동,4117158100,안양9동,4.12E+11,경기도 안양시 만안구 병목안로 215,22-Aug,68,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000056,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Sep,23,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000057,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Aug,30,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000058,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Jul,30,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000059,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Jun,80,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000060,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-May,7090,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000061,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Apr,1640,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000062,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Mar,110,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000063,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Feb,38,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000064,2016 대가야체험축제,128.2601559,35.72107614,경상북도,고령군,4783025326,대가야읍,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,22-Jan,15,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000065,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Sep,2850,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000066,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Aug,200,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000067,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jul,120,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000068,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jun,140,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000069,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-May,380,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000070,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Apr,210,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000071,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Mar,160,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000072,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Feb,60,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000073,2016 대구약령시한방문화축제,128.593426,35.867194,대구광역시,중구,2711011900,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,22-Jan,60,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000074,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Sep,29680,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000075,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Aug,1740,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000076,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jul,250,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000077,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jun,280,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000078,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-May,370,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000079,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Apr,140,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000080,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Mar,120,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000081,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Feb,50,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000082,2016 안양 시민축제,126.9613302,37.39013727,경기도,안양시 동안구,4117310300,평촌동,4117357600,평안동,4.12E+11,경기도 안양시 동안구 관평로 149,22-Jan,40,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000083,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Sep,40,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000084,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Aug,30,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000085,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Jul,50,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000086,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Jun,90,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000087,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-May,50,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000088,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Apr,70,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000089,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Mar,50,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000090,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Feb,13,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000091,2016 제5회 안양공공예술프로젝트,126.925606,37.4194056,경기도,안양시 만안구,4117110100,안양동,4117152000,안양2동,4.12E+11,경기도 안양시 만안구 예술공원로 180,22-Jan,19,9,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000092,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-Sep,740,1,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000093,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-Aug,260,2,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000094,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-Jul,140,3,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000095,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-Jun,90,4,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000096,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-May,110,5,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000097,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-Apr,100,6,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000098,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-Mar,60,7,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
KC594PO22N000000099,2016 평생학습 박람회 & 제6회 도서관책문화축제,126.8191276,37.29840309,경기도,안산시 상록구,4127110300,사동,4127153700,해양동,4.13E+11,경기도 안산시 상록구 해양1로 30,22-Feb,50,8,KC_594_WNTY_FSTV_TRND_MAP_2022,20220931
