FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RN_ADDR,LA,LO,OPAR_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTV_CN,RELATE_INFO_CN,TRRSRT_POI_NM_y,TRRSRT_CL_NM_y,TRRSRT_LA_y,TRRSRT_LO_y
인삼골축제,충청북도,증평군,증평읍,증평읍,충청북도 증평군 증평읍 인삼로 29,36.7870053,127.5760466,증평보강천체육공원일원,20191003.0,20191006.0,"증평의 특산품은 인삼과 홍삼포크를 소재로 가요제, 씨름대회 등 각종 행사가 어우러지는 지역축제",,"['좌구산자연휴양림', '율리휴양촌', '장뜰들노래축제', '홍삼포크인삼축제', '양무공사', '충북인삼유통센터', '가장골제', '정안소류지', '죽림정사', '목정사', '선운정사', '보성사', '선화사', '선원사', '법천사', '영불사', '기원사', '대광사', '영우팬시', '좌구산천문대', '보타사', '백로공원인증센터', '보광정사', '진성사', '특산명품관', '증평인삼골축제', '태화사', '불정선원', '진성사', '삼색마을공동체회관', '삼보사', '미륵사', '서동소류지', '남차소류지', '영천저수지', '송오리소류지', '송산소류지', '내성동소류지', '호국충용사']","['휴양림/수목원', '휴양림/수목원', '지역축제', '지역축제', '서원/향교/서당', '토속/특산물/기념품매장', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '일반관광지', '지역사찰', '일반관광지', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '지역축제', '지역사찰', '지역사찰', '지역사찰', '일반관광지', '지역사찰', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰']","[36.7054683, 36.7174695, 36.7568875, 36.7867056, 36.7393187, 36.7959028, 36.7735638, 36.7671627, 34.9136661, 36.7794977, 33.4295873, 37.467525, 36.7917427, 36.7953516, 37.4430892, 35.9809524, 36.7380214, 35.7293099, 36.7835806, 36.7036944, 36.8046112, 36.787391, 34.8460926, 36.4120363, 36.7806394, 36.7866985, 37.1488916, 36.7737876, 36.4120363, 36.7237623, 37.4543097, 37.7111849, 36.7525044, 36.7357631, 36.8036698, 36.8046672, 36.7977492, 36.7697471, 36.7909648]","[127.6496345, 127.6361973, 127.5978143, 127.5758306, 127.6124282, 127.5829109, 127.5799331, 127.579027, 128.6512786, 127.5727196, 126.3071147, 126.9633226, 127.5976223, 127.5753883, 127.1305941, 127.4010616, 127.6362493, 128.2420775, 127.5795137, 127.6531553, 127.5472578, 127.5829534, 126.5015292, 129.0645459, 127.5780076, 127.5759861, 128.4907719, 127.5892301, 129.0645459, 127.6215592, 127.1697162, 127.0425415, 127.5989109, 127.6276355, 127.5624985, 127.5782514, 127.5766566, 127.5887412, 127.5717146]"
제5회 광산구 세계음식문화축제,광주광역시,광산구,장덕동,수완동,광주광역시 광산구 장신로82번길 57,35.1880553,126.8201971,수완호수공원,20170521.0,20170521.0,"기념식, 세계음식체험, 문화다양성 체험부스, 무지개나눔장터, 문화공연 등",,"['뽀로로파크', '원불교수완교당', '하남저수지']","['일반관광지', '지역사찰', '지역호수/저수지']","[37.7197133, 35.1922765, 35.1905509]","[126.6932336, 126.8165652, 126.7984261]"
광산우리밀축제,광주광역시,광산구,박호동,어룡동,광주광역시 광산구 박호등임로 95,35.1631672,126.7399623,송산유원지,20170526.0,20170528.0,국산밀 홍보,,['마호제'],['지역호수/저수지'],[35.1779828],[126.7577583]
첨단1동 마을축제,광주광역시,광산구,쌍암동,첨단1동,광주광역시 광산구 첨단중앙로182번길 39,35.222211,126.8443276,쌍암공원,20171014.0,20171014.0,"중고장터, 마을운동회, 문화공연, 버스킹, 체험행사 등",,['쌍암제'],['지역호수/저수지'],[35.2233733],[126.8425749]
신창동 어울림축제,광주광역시,광산구,신창동,신창동,광주광역시 광산구 왕버들로 291,35.1956384,126.840969,신창동 공방의 거리,20171028.0,20171028.0,"주민운동회, 주민회의, 노래자랑, 나눔장터, 프리마켓 등",,"['신창1제', '신창2제']","['지역호수/저수지', '지역호수/저수지']","[35.1956488, 35.1905352]","[126.845025, 126.8416031]"
2019컬러풀대구페스티벌,대구광역시,중구,동인동1가,동인동,대구광역시 중구 동인동1가 공평로 88,35.8715539,128.60122,국채보상로(서성네거리~종각네거리),20190504.0,20190505.0,"퍼레이드,거리예술제,예술장터 등",,['동인동찜갈비골목'],['먹거리/패션거리'],[35.871034],[128.605007]
대구국제재즈축제,대구광역시,중구,남산동,남산1동,대구광역시 중구 중앙대로 273,35.8579242,128.5906996,"수성못 상화동산, 수성아트피아 등",20190919.0,20190921.0,"재즈매니아, 실용음악콩쿠르, 프린지공연 등",,"['대구불교총연합회', '응원사', '불정심인당', '구지사', '한국SGI', '경보우표화폐사', '희락심인당', '자동차부속골목', '헌책방골목', '인쇄골목', '정혜사', '대광명사', '보현사', '대구향교']","['지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '지역사찰', '먹거리/패션거리', '먹거리/패션거리', '먹거리/패션거리', '지역사찰', '지역사찰', '유명사찰', '서원/향교/서당']","[35.8642286, 35.8627867, 35.8606487, 35.8592447, 36.3884247, 35.8640799, 35.8618369, 35.8570952, 35.8620838, 35.8635228, 35.5647423, 35.8571315, 36.162217, 35.8594818]","[128.5924812, 128.594257, 128.5790915, 128.5966888, 128.4335482, 128.5930495, 128.5885214, 128.5878881, 128.5917482, 128.5880665, 126.8454607, 128.5836537, 127.8495713, 128.5961189]"
대구국제오페라축제,대구광역시,북구,칠성동2가,칠성동,대구광역시 북구 칠성동2가 호암로 15,35.8834639,128.5922335,"대구오페라하우스, 수성못, 어울아트센터 등",20190913.0,20191020.0,"메인오페라, 소극장오페라, 프레콘서트, 수상음악회 등",,['대구국제뮤지컬페스티벌'],['지역축제'],[35.8834603],[128.5922885]
대구국제뮤지컬페스티벌,대구광역시,북구,침산동,침산2동,대구광역시 북구 호암로 51,35.8836882,128.5959763,대구 주요 공연장 및 시내 전역,20190621.0,20190708.0,"공식초청작, 특별공연, 창작지원작, 대학생뮤지컬페스티벌 등",,"['대승불교양우회', '홍진종합상사', '화동공예사', '보아장식', '금강원', '보현정사', '불승심인당', '오봉폭포']","['지역사찰', '토속/특산물/기념품매장', '토속/특산물/기념품매장', '토속/특산물/기념품매장', '지역사찰', '지역사찰', '지역사찰', '폭포/계곡']","[35.8910176, 35.8825526, 35.8909013, 35.8881108, 37.4647598, 36.2097101, 35.8842692, 35.8901498]","[128.5910741, 128.5994148, 128.5804558, 128.5858116, 130.8753852, 127.0854934, 128.5984841, 128.5832768]"
동아시아보자기페스티벌,대구광역시,북구,침산동,침산2동,대구광역시 북구 호암로 51,35.8836882,128.5959763,대구삼성창조캠퍼스,20190928.0,20190929.0,"섬유작품 및 전시, 버스킹공연, 전시.체험 등",,"['대승불교양우회', '홍진종합상사', '화동공예사', '보아장식', '금강원', '보현정사', '대구국제뮤지컬페스티벌', '불승심인당', '오봉폭포']","['지역사찰', '토속/특산물/기념품매장', '토속/특산물/기념품매장', '토속/특산물/기념품매장', '지역사찰', '지역사찰', '지역축제', '지역사찰', '폭포/계곡']","[35.8910176, 35.8825526, 35.8909013, 35.8881108, 37.4647598, 36.2097101, 35.8834603, 35.8842692, 35.8901498]","[128.5910741, 128.5994148, 128.5804558, 128.5858116, 130.8753852, 127.0854934, 128.5922885, 128.5984841, 128.5832768]"
형형색색달구벌관등놀이,대구광역시,남구,대명동,대명2동,대구광역시 남구 중앙대로51길 11,35.8561957,128.5897529,"국채보상기념공원, 코오롱야외음악당",20190427.0,20190506.0,"풍등날리기, 연등행렬",,"['대덕제', '앞산케이블카', '신광사', '복전선원', '황용사', '대구구도회', '대각사', '일성사', '혜광사', '대구선물판촉물백화점', '일광사', '미륵사', '정혜사', '경동종합상사', '관음사', '곱창골목', '무광산사', '안지랑곱창거리', '천불사', '비파산전망대', '앞산카페거리', '서부정류장막창골목', '앞산별자리이야기터널', '금강반야사', '대덕제앞산빨래터축제', '대명공연문화거리로드페스티벌', '안지랑곱창젊음의거리축제', '구경심인당', '대성사', '지장사', '보리암선원', '청룡사', '대명심인당', '대보사', '성관음사', '대덕사', '성도선원', '경북교구종무원', '앞산맛둘레길', '안지랑골곱창데이', '대구할로윈축제', '안일사', '불광사', '보문사']","['지역축제', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '지역사찰', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '지역사찰', '먹거리/패션거리', '지역사찰', '먹거리/패션거리', '지역사찰', '일반관광지', '먹거리/패션거리', '먹거리/패션거리', '일반관광지', '지역사찰', '지역축제', '지역축제', '지역축제', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '먹거리/패션거리', '지역축제', '지역축제', '유명사찰', '지역사찰', '유명사찰']","[35.3691777, 35.8223718, 36.6234637, 35.8501791, 35.8505128, 35.8376707, 35.3567018, 37.5870341, 35.8555826, 35.8501314, 35.8313612, 37.7111849, 35.5647423, 35.8573967, 37.5643084, 35.8367972, 35.8503526, 35.8370661, 35.4321551, 35.8246669, 35.8355228, 35.837629, 35.8313159, 35.8362979, 35.8321914, 35.8561491, 35.8368708, 35.8537284, 36.7621717, 36.2764218, 35.8445113, 36.4591703, 35.8495128, 35.855396, 35.851511, 36.8176497, 35.8376909, 35.8350414, 35.831814, 35.8367677, 35.8367667, 35.8235277, 37.5127216, 37.9113376]","[126.7604842, 128.5792701, 127.2891893, 128.5896849, 128.5900853, 128.5774755, 126.7471363, 127.1005186, 128.593595, 128.5911515, 128.5726384, 127.0425415, 126.8454607, 128.5778001, 126.9099585, 128.5745153, 128.5913499, 128.5745916, 127.5466444, 128.5794997, 128.5788779, 128.5586981, 128.571176, 128.5776098, 128.5656175, 128.5818693, 128.5745503, 128.5928215, 127.8523384, 126.9123532, 128.5865234, 126.8850145, 128.5800074, 128.5924178, 128.5787174, 127.8088001, 128.5840394, 128.5740575, 128.5702835, 128.5744803, 128.5744762, 128.5754401, 127.1193029, 127.0695711]"
대구약령시한방문화축제,대구광역시,중구,남성로,성내2동,대구광역시 중구 남성로 달구벌대로415길 49,35.8685177,128.5899105,약령시(약전골목) 일원,20190502.0,20190506.0,"고유제, 개막식, 한방 관련 전시?문화?경연?공연?체험 프로그램",,"['대구약령시축제', '약전골목', '대구문화재야행']","['지역축제', '먹거리/패션거리', '지역축제']","[35.8684954, 35.8678202, 35.8681247]","[128.5899026, 128.5899426, 128.5899121]"
대구포크페스티벌,대구광역시,동구,신천동,신천3동,대구광역시 동구 동대구로 461,35.8714206,128.6248352,코오롱야외음악당,20190726.0,20190728.0,국내외 정상급 포크 공연,,"['만불회', '가보', '법성사', '대구아쿠아리움', '해인선원', '만법사', '만불사포교원']","['지역사찰', '토속/특산물/기념품매장', '지역사찰', '아쿠아리움/대형수족관', '지역사찰', '지역사찰', '지역사찰']","[35.8757087, 35.8694487, 35.2694801, 35.8778372, 35.168474, 35.8703229, 35.8752052]","[128.6206532, 128.6274927, 127.7426016, 128.6289002, 129.1399458, 128.6196512, 128.6184552]"
대구치맥페스티벌,대구광역시,달서구,두류동,두류3동,대구광역시 달서구 공원순환로 7,35.8507465,128.5616534,두류공원일원,20190717.0,20190721.0,치킨과 맥주 행사에 걸맞는 각종 무대행사와 전시행사,,"['연화사', '대왕공예사', '백불원', '이월드별빛축제', '이월드설날복한마당', '이월드별빛벚꽃축제', '50만송이튤립축제', '내고장사랑대축제', '이월드아쿠아판타지', '슬라이드더시티IN대구치맥페스티벌', '대구국제바디페인팅페스티벌', '대호사', '이월드스노우판타지', '이월드컬러풀페스티벌', '청소년무대예술페스티벌', '이월드호러어드벤처', '이월드호러프리즌', '동아시아보자기페스티벌', '이월드']","['지역사찰', '토속/특산물/기념품매장', '지역사찰', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역사찰', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '테마공원/대형놀이공원']","[36.2874342, 35.8561951, 35.6705476, 35.8531557, 35.8534674, 35.8535715, 35.8535275, 35.8508525, 35.85355, 35.8508705, 35.851151, 36.8982093, 35.8531651, 35.8535825, 35.8509965, 35.8535499, 35.8535279, 35.8511036, 35.8534791]","[126.9520166, 128.5709546, 128.7427092, 128.5667061, 128.5659983, 128.5658664, 128.565928, 128.5618579, 128.5659366, 128.5618478, 128.5560774, 126.5083816, 128.5667328, 128.5657608, 128.5561617, 128.5659477, 128.565892, 128.5561648, 128.5658028]"
대구국제호러페스티벌,대구광역시,수성구,대흥동,고산2동,대구광역시 수성구 유니버시아드로 180,35.8297698,128.690163,대구스타디움 시민광장,20190802.0,20190805.0,"거리극페스티벌, 호러연극제, 부대행사(좀비런)",,"['원정지', '대진지', '외지', '내관지', '청계사', '해덕선원', '청년대구로청춘힙합페스티벌', '아이니테마파크']","['지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역축제', '일반관광지']","[35.8309117, 35.8337669, 35.8300934, 35.8190574, 36.03029, 35.8313065, 35.8277963, 35.8321245]","[128.6820808, 128.691423, 128.6867481, 128.685676, 127.575277, 128.68424, 128.687522, 128.686641]"
국제보디페인팅축제,대구광역시,달서구,두류동,두류3동,대구광역시 달서구 공원순환로 46,35.8508631,128.5576665,코오롱야외음악당,20190824.0,20190825.0,"바디페인팅 부문 경연, 바디페인팅 사진 전시, 각종 홍보관 등",,"['연화사', '대왕공예사', '백불원', '이월드별빛축제', '이월드설날복한마당', '이월드별빛벚꽃축제', '50만송이튤립축제', '내고장사랑대축제', '대구치맥페스티벌', '이월드아쿠아판타지', '슬라이드더시티IN대구치맥페스티벌', '대구국제바디페인팅페스티벌', '대호사', '이월드스노우판타지', '이월드컬러풀페스티벌', '청소년무대예술페스티벌', '이월드호러어드벤처', '이월드호러프리즌', '동아시아보자기페스티벌', '이월드']","['지역사찰', '토속/특산물/기념품매장', '지역사찰', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역사찰', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '지역축제', '테마공원/대형놀이공원']","[36.2874342, 35.8561951, 35.6705476, 35.8531557, 35.8534674, 35.8535715, 35.8535275, 35.8508525, 35.850889, 35.85355, 35.8508705, 35.851151, 36.8982093, 35.8531651, 35.8535825, 35.8509965, 35.8535499, 35.8535279, 35.8511036, 35.8534791]","[126.9520166, 128.5709546, 128.7427092, 128.5667061, 128.5659983, 128.5658664, 128.565928, 128.5618579, 128.5618037, 128.5659366, 128.5618478, 128.5560774, 126.5083816, 128.5667328, 128.5657608, 128.5561617, 128.5659477, 128.565892, 128.5561648, 128.5658028]"
대구국제패션문화페스티벌,대구광역시,북구,침산동,침산2동,대구광역시 북구 호암로 51,35.8836882,128.5959763,대구삼성창조캠퍼스,20191012.0,20191014.0,"국제문화패션쇼, 섬유패션 파사드 전시, 미디어 퍼포먼스 공연",,"['대승불교양우회', '홍진종합상사', '화동공예사', '보아장식', '금강원', '보현정사', '대구국제뮤지컬페스티벌', '불승심인당', '오봉폭포']","['지역사찰', '토속/특산물/기념품매장', '토속/특산물/기념품매장', '토속/특산물/기념품매장', '지역사찰', '지역사찰', '지역축제', '지역사찰', '폭포/계곡']","[35.8910176, 35.8825526, 35.8909013, 35.8881108, 37.4647598, 36.2097101, 35.8834603, 35.8842692, 35.8901498]","[128.5910741, 128.5994148, 128.5804558, 128.5858116, 130.8753852, 127.0854934, 128.5922885, 128.5984841, 128.5832768]"
팔공산 산중전통장터 승시,대구광역시,동구,도학동,공산동,대구광역시 동구 동화사1길 1,35.984501,128.6987706,팔공산 동화사 경내,20191005.0,20191008.0,"산중 생활용품 물물교환 풍속 재연, 불교예술 공연 및 경연, 전통문화 등 놀이 체험, 산중음식 체험, 세계 불교문화 체험 등",,"['수태골계곡', '지장지', '장성사', '북지장사', '청담갤러리', '대구올레팔공산1코스', '여래사', '동화사승시국화축제', '연화사', '대원사', '팔공산산중전통장터승시축제', '동화사', '적심사', '동화사관광단지']","['폭포/계곡', '지역호수/저수지', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '일반관광지', '지역사찰', '지역축제', '지역사찰', '지역사찰', '지역축제', '유명사찰', '지역사찰', '유명관광지']","[35.9892395, 35.9690005, 35.1771985, 35.9760863, 35.9721115, 35.9685502, 37.733913, 35.9906472, 36.2874342, 37.485553, 35.9930504, 38.4513561, 35.9663512, 35.9923143]","[128.7122715, 128.7085918, 129.1403591, 128.7153135, 128.7013306, 128.7098207, 127.0638038, 128.7044414, 126.9520166, 130.8976676, 128.7041806, 128.4510815, 128.705683, 128.7042226]"
대구 글로벌게임문화축제 e-Fun,대구광역시,수성구,대흥동,고산2동,대구광역시 수성구 알파시티1로 170,35.8354167,128.6817838,동성로 야외무대 및 도심일원,20190831.0,20190901.0,"게임영상콘서트, 국내외 메이저 기업 & 중소기업 전시관, 한중게임문화축제, 아이디어 피칭,도심RPG",,"['원정지', '대진지', '외지', '내관지', '청계사', '해덕선원', '청년대구로청춘힙합페스티벌', '아이니테마파크']","['지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역축제', '일반관광지']","[35.8309117, 35.8337669, 35.8300934, 35.8190574, 36.03029, 35.8313065, 35.8277963, 35.8321245]","[128.6820808, 128.691423, 128.6867481, 128.685676, 127.575277, 128.68424, 128.687522, 128.686641]"
정월대보름 행사,서울특별시,양천구,신정동,신정6동,서울특별시 양천구 목동서로 363,37.516601,126.863871,안양천변 축구장(신정교아래),20190216.0,20190216.0,"정월대보름 행사 (풍물놀이, 민속놀이체험, 달집태우기, 불꽃놀이, 먹걸이장터등)",,"['목동로데오거리', '대한불교조계종국제선센터', '복천선원', '에스지아이', '향림사', '서울단풍길', '서울단풍길']","['먹거리/패션거리', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '일반관광지', '일반관광지']","[37.527043, 37.5208171, 37.5217671, 35.8900586, 36.795482, 37.5685908, 37.5685908]","[126.8634715, 126.8700796, 126.8743205, 128.5536612, 127.8446487, 126.8941464, 126.8941464]"
방아다리벗꽃축제,서울특별시,양천구,신정동,신정3동,서울특별시 양천구 신정로7길 60-7,37.5129273,126.8387903,신월5동,20190406.0,20190406.0,벗꽃 풍경이 멋진 방아다리길에서 마을주민축제개최,,"['목동로데오거리', '대한불교조계종국제선센터', '복천선원', '에스지아이', '향림사', '서울단풍길', '서울단풍길']","['먹거리/패션거리', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '일반관광지', '일반관광지']","[37.527043, 37.5208171, 37.5217671, 35.8900586, 36.795482, 37.5685908, 37.5685908]","[126.8634715, 126.8700796, 126.8743205, 128.5536612, 127.8446487, 126.8941464, 126.8941464]"
천을산 해맞이,대구광역시,수성구,시지동,고산2동,대구광역시 수성구 천을로 39-5,35.849688,128.695676,천을산 정상,20190101.0,20190101.0,"새해메세지, 소원풍선날리기, 해오름 함성 등","대구스타디움, 대구미술관","['서당못', '죽림사', '달마사', '증심사']","['지역호수/저수지', '지역사찰', '지역사찰', '지역사찰']","[35.8474273, 35.9226704, 34.5168611, 35.8473278]","[128.6988448, 128.4152655, 126.7911089, 128.6939458]"
달집태우기,대구광역시,수성구,고모동,고산2동,대구광역시 수성구 팔현길 88-118,35.8712637,128.6730181,패밀리 파크 금호강 둔치,20190219.0,20190219.0,"달집태우기, 전통민속놀이 등","팔현생태공원, 금호강 자전거길","['팔현지', '서당지', '동대사', '금호정사']","['지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰']","[35.8699174, 35.8601804, 35.8598676, 35.8705911]","[128.664406, 128.663166, 128.6610355, 128.6674193]"
상화문학제,대구광역시,수성구,상동,상동,대구광역시 수성구 용학로 35-5,35.8268576,128.6128683,수성못 상화동산,20190524.0,20190526.0,"상화백일장, 상화문학의밤 등","수성못 상화시비, 수성랜드, 수성아트피아, 들안길먹거리타운","['들안길먹거리타운', '광덕사', '길상선원', '대한불교선조계종', '봉산서원', '황금식물원', '대구신천해맞이축제', '행대심인당', '극락사', '정토사', '대덕암', '수성랜드', '모이라이']","['먹거리/패션거리', '지역사찰', '지역사찰', '지역사찰', '서원/향교/서당', '식물원', '지역축제', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '일반유원지/일반놀이공원', '토속/특산물/기념품매장']","[35.8332681, 37.5802004, 37.4680223, 35.8352347, 35.832961, 35.829091, 35.835795, 35.8387979, 37.449135, 35.5394006, 35.8343687, 35.8275899, 35.8300248]","[128.6167766, 127.0841829, 126.9673377, 128.6077091, 128.6122657, 128.6153861, 128.6065731, 128.6102049, 127.1334891, 129.2775441, 128.6098415, 128.6137133, 128.6123369]"
고모령 효예술제,대구광역시,수성구,대흥동,고산2동,대구광역시 수성구 유니버시아드로 140,35.8316588,128.687326,수성못 상화동산,20190802.0,20190802.0,"고모령 가요제, 문예작품 공모, 문화탕방 등","대구스타디움, 대구미술관","['원정지', '대진지', '외지', '내관지', '청계사', '해덕선원', '청년대구로청춘힙합페스티벌', '아이니테마파크']","['지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역축제', '일반관광지']","[35.8309117, 35.8337669, 35.8300934, 35.8190574, 36.03029, 35.8313065, 35.8277963, 35.8321245]","[128.6820808, 128.691423, 128.6867481, 128.685676, 127.575277, 128.68424, 128.687522, 128.686641]"
수성못 페스티벌,대구광역시,수성구,두산동,두산동,대구광역시 수성구 무학로 112,35.8292435,128.6209285,"수성못,들안길,수성아트피아",20190927.0,20190929.0,"수성못 주제 프로그램, 들안길 푸드 페스티벌 등","들안길먹거리타운, 수성아트피아, 수성랜드, 카페촌","['수성폭염축제', '상화문학제', '수성유원지', '대구국제재즈축제', '수성못페스티벌', '수성구평생학습주간축제', '대구국제패션문화페스티벌', '수성못막창거리', '수성못']","['지역축제', '지역축제', '일반유원지/일반놀이공원', '지역축제', '지역축제', '지역축제', '지역축제', '먹거리/패션거리', '지역호수/저수지']","[35.8290585, 35.8290585, 35.8289173, 35.8290323, 35.8291133, 35.8290816, 35.8290084, 35.82392, 35.8276165]","[128.6184245, 128.6184245, 128.6196548, 128.6196601, 128.6196668, 128.6196829, 128.6209151, 128.6239691, 128.6173373]"
수성 건강 축제,대구광역시,수성구,대흥동,고산2동,대구광역시 수성구 유니버시아드로 140,35.8316588,128.687326,대구스타디움 서편광장,20190802.0,20190803.0,테마별 건강체험관 운영,대구스타디움,"['원정지', '대진지', '외지', '내관지', '청계사', '해덕선원', '청년대구로청춘힙합페스티벌', '아이니테마파크']","['지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역축제', '일반관광지']","[35.8309117, 35.8337669, 35.8300934, 35.8190574, 36.03029, 35.8313065, 35.8277963, 35.8321245]","[128.6820808, 128.691423, 128.6867481, 128.685676, 127.575277, 128.68424, 128.687522, 128.686641]"
와룡문화제,경상남도,사천시,용현면,용현면,경상남도 사천시 용현면 시청로 77,35.0036195,128.0642075,사천시청 노을광장 일원,20190426.0,20190428.0,“사주천년”이라는 역사적 자긍심과 지역의 정통성을 상징하는“용(龍)과 왕(王) (고려현종)”이라는 주제로 지역의 정체성과 공동체 의식을 표현한 축제,"주민복지박람회, 구암제 동시 개최","['보국사', '경백사', '덕곡저수지', '석계저수지', '육구암', '사천약수암', '용궁사', '부용사', '옥천사', '약천사', '사천식물랜드', '사천시농업한마당축제', '신복못', '서택저수지', '석계상저수지', '석계하저수지', '연호소류지', '신복상저수지', '신복하저수지', '구월하소류지', '구월상소류지', '관동상소류지', '관동하소류지', '관숙골소류지', '가마실저수지', '간사지소류지']","['지역사찰', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '관광농원/허브마을', '지역축제', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지']","[35.1859325, 35.0283682, 34.9963091, 35.0233058, 35.0126324, 35.0413953, 35.0463203, 35.0093341, 35.086049, 36.0521146, 34.9950842, 35.0039559, 35.0423108, 35.0327609, 35.0228195, 35.0257512, 35.0411724, 35.0373785, 35.0344087, 35.0192566, 35.0191898, 35.0302963, 35.0321389, 35.0408462, 35.0017147, 35.0391831]","[129.096865, 128.057833, 128.0734537, 128.0811275, 128.0637932, 128.0776507, 128.0597616, 128.1051161, 129.0090013, 128.4798358, 128.0655045, 128.0631967, 128.075177, 128.0520938, 128.0744479, 128.0691685, 128.0528874, 128.066071, 128.0705419, 128.0721476, 128.0779669, 128.0763439, 128.0715012, 128.0560994, 128.0662802, 128.0430111]"
제12회 사천시농업한마당축제,경상남도,사천시,용현면,용현면,경상남도 사천시 용현면 시청로 77,35.0036195,128.0642075,사천시청 노을광장 일원,20191018.0,20191020.0,"개막행사, 전시행사, 시음시식행사, 체험행사, 부대행사, 축하공연",사천바다케이블카,"['보국사', '와룡문화제', '경백사', '덕곡저수지', '석계저수지', '육구암', '사천약수암', '용궁사', '부용사', '옥천사', '약천사', '사천식물랜드', '와룡문화제', '사천시농업한마당축제', '신복못', '서택저수지', '석계상저수지', '석계하저수지', '연호소류지', '신복상저수지', '신복하저수지', '구월하소류지', '구월상소류지', '관동상소류지', '관동하소류지', '관숙골소류지', '가마실저수지', '간사지소류지']","['지역사찰', '지역축제', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '관광농원/허브마을', '지역축제', '지역축제', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지']","[35.1859325, 35.0443655, 35.0283682, 34.9963091, 35.0233058, 35.0126324, 35.0413953, 35.0463203, 35.0093341, 35.086049, 36.0521146, 34.9950842, 35.0443655, 35.0039559, 35.0423108, 35.0327609, 35.0228195, 35.0257512, 35.0411724, 35.0373785, 35.0344087, 35.0192566, 35.0191898, 35.0302963, 35.0321389, 35.0408462, 35.0017147, 35.0391831]","[129.096865, 128.0414147, 128.057833, 128.0734537, 128.0811275, 128.0637932, 128.0776507, 128.0597616, 128.1051161, 129.0090013, 128.4798358, 128.0655045, 128.0414147, 128.0631967, 128.075177, 128.0520938, 128.0744479, 128.0691685, 128.0528874, 128.066071, 128.0705419, 128.0721476, 128.0779669, 128.0763439, 128.0715012, 128.0560994, 128.0662802, 128.0430111]"
